,City Number,City Name,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
321,5849996,Lahaina,20.8783,-156.6825,82.4,74,75,5.82,US,1595823377
322,927856,Livingstonia,-10.606,34.1063,55.06,86,90,2.46,MW,1595822975
323,2141394,Dumbéa,-22.15,166.45,84.2,48,26,8.05,NC,1595823064
324,1337607,Kudahuvadhoo,2.6708,72.8944,82.58,69,95,4.9,MV,1595822998
325,2629833,Húsavík,66.0449,-17.3389,42.8,87,90,4.7,IS,1595823096
326,3386213,Touros,-5.1989,-35.4608,71.6,94,75,4.7,BR,1595823272
327,1806327,Jiangkou,25.4872,119.1986,89.6,66,20,15.66,CN,1595823042
328,4013724,Camargo,27.6667,-105.1667,77.23,54,69,13.06,MX,1595823313
329,1636022,Martapura,-3.4167,114.85,87.8,55,34,10.29,ID,1595823011
330,3897774,Buin,-33.7333,-70.75,46.4,75,90,1.12,CL,1595823305
331,1258492,Nalbari,26.4456,91.4354,84.2,100,75,9.17,IN,1595822983
332,3115824,Muros,42.7762,-9.0603,57.99,82,0,2.37,ES,1595823237
333,1253992,Udayagiri,20.1333,84.3833,82.94,69,48,7.2,IN,1595822982
334,1805270,Qianzhou,28.3167,109.7167,83.21,69,95,5.3,CN,1595823042
335,2025456,Chernyshevskiy,63.0128,112.4714,64.42,45,0,4.97,RU,1595823054
336,2409914,Bonthe,7.5264,-12.505,75.85,79,100,9.26,SL,1595823081
337,2630299,Höfn,64.2539,-15.2082,47.44,63,100,13.22,IS,1595823096
338,1490058,Taseyevo,57.2169,94.8978,57.13,97,100,6.24,RU,1595822999
339,3402429,Caucaia,-3.7361,-38.6531,75.2,78,40,12.75,BR,1595823272
340,2422465,Conakry,9.538,-13.6773,77.07,86,100,15.97,GN,1595823081
341,5924351,Clyde River,70.4692,-68.5914,42.8,87,90,9.17,CA,1595823382
342,2645826,Kendal,54.3268,-2.7476,57.99,100,100,7.0,GB,1595823100
343,1698289,Pundaguitan,6.3711,126.1689,81.55,78,89,13.42,PH,1595823021
344,5942547,Drayton Valley,53.2168,-114.9854,60.75,87,10,7.92,CA,1595823382
345,3939761,Hualmay,-11.0964,-77.6139,59.09,85,23,7.0,PE,1595823305
346,2145214,Victoria Point,-27.5833,153.3,68.0,55,70,17.0,AU,1595823064
347,2246451,Saint-Louis,16.3333,-15.0,80.6,69,52,2.24,SN,1595823079
348,2332453,Lagos State,6.5833,3.75,77.0,88,40,6.93,NG,1595823080
349,7601762,Bairiki Village,1.3292,172.9752,82.4,83,75,8.05,KI,1595823485
350,4300105,Mayfield,36.7417,-88.6367,78.01,88,1,3.36,US,1595823321
351,5975004,High Level,58.5169,-117.136,71.6,64,20,4.7,CA,1595823383
352,286245,Sur,22.5667,59.5289,89.62,60,70,8.68,OM,1595822950
353,3109966,Santa Comba,43.0331,-8.8093,60.01,93,0,1.12,ES,1595823236
354,2112444,Kamaishi,39.2667,141.8833,80.6,78,75,1.12,JP,1595823063
355,57000,Hobyo,5.3505,48.5268,78.6,71,26,18.57,SO,1595822944
356,6166142,Thunder Bay,48.4001,-89.3168,71.6,56,5,10.29,CA,1595823389
357,5558953,Arcata,40.8665,-124.0828,57.99,82,90,1.88,US,1595823371
358,3571913,Marsh Harbour,26.5412,-77.0636,82.18,80,0,9.71,BS,1595823288
359,229059,Moyo,3.6609,31.7247,62.92,98,85,0.96,UG,1595822947
360,652977,Keuruu,62.2667,24.7,57.2,71,0,5.82,FI,1595822964
361,1224061,Wattegama,6.7989,81.4808,84.2,74,75,9.17,LK,1595822978
362,5983607,Inuvik,68.3499,-133.7218,71.6,37,75,9.17,CA,1595823383
363,2033225,Zhalantun,48.0,122.7167,93.61,28,0,13.62,CN,1595823058
364,1630789,Pontianak,-0.0333,109.3333,78.4,86,96,5.32,ID,1595823011
365,6165406,Thompson,55.7435,-97.8558,60.8,93,75,6.8,CA,1595823389
366,4677526,Burkburnett,34.0979,-98.5706,82.4,69,1,9.17,US,1595823335
367,229362,Masindi,1.6744,31.715,61.5,98,14,1.57,UG,1595822947
368,2065594,Mount Isa,-20.7333,139.5,73.4,20,0,16.11,AU,1595823059
369,2128975,Nemuro,43.3236,145.575,62.6,82,75,1.12,JP,1595823064
370,286621,Şalālah,17.0151,54.0924,78.8,94,75,3.36,OM,1595822950
371,333750,Jinka,5.65,36.65,61.9,78,76,1.68,ET,1595822952
372,5870133,Nome,64.5011,-165.4064,59.0,87,90,10.29,US,1595823377
373,2033536,Yakeshi,49.2833,120.7333,90.39,27,0,18.66,CN,1595823058
374,3356832,Henties Bay,-22.116,14.2845,66.16,40,0,6.22,NA,1595823269
375,1173302,Kot Diji,27.3427,68.7083,89.6,66,40,11.41,PK,1595822977
376,2024122,Gazimurskiy Zavod,51.5461,118.3266,86.29,38,0,11.59,RU,1595823054
377,472357,Volosovo,59.4333,29.4833,57.2,82,2,4.03,RU,1595822956
378,3397963,Itamaracá,-7.7478,-34.8256,78.8,69,40,10.29,BR,1595823272
379,2018553,Ol’ga,43.7444,135.2892,73.74,66,74,6.53,RU,1595823054
380,2155562,Nelson Bay,-32.7167,152.15,62.01,87,90,21.92,AU,1595823067
381,70979,Sayyan,15.1718,44.3244,62.06,71,100,3.06,YE,1595822944
382,2017155,Saskylakh,71.9167,114.0833,40.53,91,100,14.94,RU,1595823054
383,3860443,Comodoro Rivadavia,-45.8667,-67.5,35.6,59,66,10.29,AR,1595823304
384,1609324,Kut Chap,17.4257,102.5669,89.6,62,100,5.82,TH,1595823010
385,77408,Bajil,15.0584,43.2851,85.14,59,100,8.72,YE,1595822944
386,1505495,Irtyshskiy,58.3333,68.1333,60.37,83,92,3.53,RU,1595822999
387,3421319,Nuuk,64.1835,-51.7216,46.4,93,100,3.36,GL,1595823272
388,5866063,Kenai,60.5544,-151.2583,64.4,67,1,11.41,US,1595823377
389,1496747,Novosibirsk,55.0411,82.9344,66.2,68,64,4.47,RU,1595822999
390,2255564,Ouésso,1.6136,16.0517,68.94,97,76,1.92,CG,1595823079
391,533933,Lovozero,68.005,35.0117,63.59,60,77,3.58,RU,1595822960
392,3899695,Ancud,-41.8697,-73.8203,37.99,73,20,4.68,CL,1595823305
393,1529651,Altay,47.8667,88.1167,80.47,28,18,6.22,CN,1595823003
394,1791748,Wanxian,30.8039,108.3897,86.63,66,8,1.97,CN,1595823037
395,5563397,Eureka,40.8021,-124.1637,57.99,100,42,1.45,US,1595823371
396,3460622,Itarantim,-15.6597,-40.0656,62.94,97,24,2.93,BR,1595823278
397,2126710,Beringovskiy,63.05,179.3167,71.91,53,91,8.48,RU,1595823064
398,779261,Kjøllefjord,70.9457,27.3465,68.0,56,33,3.36,NO,1595822973
399,3374083,Bathsheba,13.2167,-59.5167,82.45,79,92,15.48,BB,1595823272
400,3522526,Nuevo Progreso,23.1667,-97.95,82.99,68,100,1.99,MX,1595823288
401,2090409,Mount Hagen,-5.8581,144.2274,70.11,84,38,2.46,PG,1595823063
402,3516171,Barra de Tecoanapa,16.5167,-98.75,81.0,75,88,2.53,MX,1595823284
403,2412408,Nioro,13.35,-15.75,75.7,90,97,4.5,GM,1595823081
404,5110365,Broome County,42.2506,-75.833,73.4,69,1,4.7,US,1595823356
405,3520161,Sabancuy,18.9667,-91.1833,81.48,83,81,7.45,MX,1595823284
406,6050066,La Ronge,55.1001,-105.2842,66.2,63,40,8.05,CA,1595823383
407,5380437,Pacific Grove,36.6177,-121.9166,60.8,82,1,4.7,US,1595823370
408,1174217,Khangah Dogran,31.8317,73.6231,100.31,34,21,4.16,PK,1595822977
409,5969025,Haines Junction,60.7522,-137.5108,51.22,65,65,10.2,CA,1595823382
410,3424607,Tasiilaq,65.6145,-37.6368,41.0,93,100,5.82,GL,1595823272
411,893485,Chiredzi,-21.05,31.6667,51.69,76,0,2.82,ZW,1595822975
412,2738381,Lata,40.1629,-8.3327,62.01,89,0,2.71,PT,1595823114
413,2381972,Adrar,20.5022,-10.0711,89.24,34,0,9.19,MR,1595823081
414,3404817,Breves,-1.6822,-50.4803,74.79,75,8,2.68,BR,1595823272
415,55671,Kismayo,-0.3582,42.5454,76.93,80,26,16.8,SO,1595822944
416,780687,Berlevåg,70.8578,29.0864,68.0,56,1,3.36,NO,1595822973
417,1623446,Tomohon,1.3346,124.8392,84.2,66,20,8.05,ID,1595823011
418,3421982,Maniitsoq,65.4167,-52.9,45.81,91,97,3.87,GL,1595823272
419,4676740,Brownsville,25.9018,-97.4975,84.2,83,90,10.29,US,1595823335
420,1630723,Poso,-1.3959,120.7524,88.25,53,34,3.27,ID,1595823011
421,1791779,Wanning,18.8003,110.3967,90.7,62,80,14.12,CN,1595823037
422,3381041,Mana,5.6592,-53.7767,78.51,85,1,7.81,GF,1595823272
423,2449066,Tombouctou Region,20.0,-3.0,95.07,32,43,5.1,ML,1595823081
424,3394500,Morada Nova,-5.1067,-38.3725,72.63,70,88,5.19,BR,1595823272
425,6078372,Moose Factory,51.2585,-80.6094,71.6,94,90,3.36,CA,1595823383
426,103630,Najrān,17.4924,44.1277,68.0,82,20,11.41,SA,1595822945
427,583673,Aksay,47.26,39.87,75.2,29,100,8.95,RU,1595822962
428,2395568,Aplahoué,6.9333,1.6833,70.23,93,92,5.97,BJ,1595823081
429,1283217,Khanbari,27.3747,87.2039,81.36,67,94,1.86,NP,1595822994
430,2654755,Bridgend,51.5058,-3.5772,60.8,93,100,11.41,GB,1595823105
431,580716,Arzgir,45.3728,44.2206,77.43,39,53,11.36,RU,1595822962
432,3137469,Sørland,67.667,12.6934,66.2,55,96,12.75,NO,1595823246
433,3350372,Catabola,-12.15,17.2833,47.5,57,1,3.71,AO,1595823269
434,3401148,Cururupu,-1.8283,-44.8683,72.39,87,7,0.94,BR,1595823272
435,7647007,San Carlos de Bariloche,-41.1456,-71.3082,33.8,64,40,14.99,AR,1595823486
436,5551535,Apache Junction,33.4151,-111.5496,100.4,18,40,4.16,US,1595823371
437,3405051,Borba,-4.3878,-59.5939,75.0,66,1,1.39,BR,1595823272
438,2171099,Codrington,-38.2667,141.9667,53.47,72,54,19.37,AU,1595823074
439,1213855,Sibolga,1.7427,98.7792,86.02,59,79,4.0,ID,1595822977
440,1805518,Jining,35.405,116.5814,83.23,60,25,5.88,CN,1595823042
441,2701715,Karlskoga,59.3267,14.5239,60.01,87,75,10.29,SE,1595823112
442,2093846,Kiunga,-6.1219,141.2906,80.04,88,88,2.44,PG,1595823063
443,1786676,Yima,34.7381,111.8839,75.92,76,97,6.15,CN,1595823032
444,1649150,Bengkulu,-3.8004,102.2655,84.72,61,2,7.85,ID,1595823012
445,3139244,Skarnes,60.2528,11.6797,57.2,93,75,10.29,NO,1595823246
446,2349431,Sabla,12.7525,4.7077,79.56,77,24,10.45,NG,1595823081
447,3520406,La Reforma,18.1,-91.0167,76.77,88,66,6.49,MX,1595823288
448,1731248,Alugan,12.2188,125.4808,85.32,72,88,5.32,PH,1595823031
449,663098,Vatra Moldoviţei,47.65,25.5667,66.2,77,42,9.17,RO,1595822965
450,3374210,São Filipe,14.8961,-24.4956,75.0,85,71,11.99,CV,1595823272
451,2654938,Braintree,51.8782,0.5529,60.01,92,100,8.52,GB,1595823105
452,1344069,Contai,21.7786,87.7536,91.42,61,92,6.29,IN,1595822998
453,2121197,Sinegor'ye,62.0788,150.477,78.37,36,76,6.82,RU,1595823063
454,5044290,Saint Anthony,45.0205,-93.218,73.4,56,1,10.29,US,1595823356
455,1622318,Waingapu,-9.6567,120.2641,83.52,57,93,18.39,ID,1595823011
456,2274275,Robertsport,6.7533,-11.3686,75.96,79,64,10.49,LR,1595823080
457,1254163,Thiruvananthapuram,8.4833,76.9167,86.0,70,20,8.05,IN,1595822982
458,1061605,Manakara,-22.1333,48.0167,59.2,87,0,4.34,MG,1595822976
459,5017822,Bemidji,47.4736,-94.8803,64.4,77,1,6.93,US,1595823349
460,3466980,Caravelas,-17.7125,-39.2481,70.79,83,30,5.35,BR,1595823283
461,6690297,Saint-Leu,-21.15,55.2833,68.0,68,48,3.36,RE,1595823462
462,1278969,Along,28.1667,94.7667,90.0,55,67,1.88,IN,1595822994
463,1510041,Biryusinsk,55.9634,97.8235,68.25,77,95,2.37,RU,1595822999
464,3470142,Belford Roxo,-22.7642,-43.3994,71.6,83,40,3.36,BR,1595823283
465,1855612,Nara-shi,34.6851,135.8049,89.01,70,75,2.24,JP,1595823048
466,3175788,Oga,46.4631,10.347,57.0,100,75,1.12,IT,1595823263
467,2108857,Gizo,-8.103,156.8419,83.66,75,3,7.09,SB,1595823063
468,513329,Staryye Ozinki,51.1786,49.6769,66.56,57,0,7.54,RU,1595822959
469,1526038,Atbasar,51.8,68.3333,66.43,66,38,11.07,KZ,1595823002
470,2255414,Pointe-Noire,-4.7761,11.8635,70.59,87,29,2.48,CG,1595823079
471,2510573,Teguise,29.0605,-13.564,71.6,78,61,17.22,ES,1595823085
472,7671223,Kloulklubed,7.0419,134.2556,84.2,74,90,12.75,PW,1595823486
473,3589770,San Mateo Ixtatán,15.8319,-91.4781,52.36,100,100,1.34,GT,1595823289
474,3412093,Vestmannaeyjar,63.4427,-20.2734,50.79,87,99,4.85,IS,1595823272
475,189741,Lamu,-2.2717,40.902,76.15,82,0,14.9,KE,1595822947
476,376332,Doka,13.5167,35.7667,70.12,88,74,9.06,SD,1595822953
477,2525041,Cefalù,38.0386,14.0229,73.0,81,0,1.99,IT,1595823091
478,160833,Bwanga,-3.0308,31.7601,58.24,57,0,4.0,TZ,1595822946
479,3175096,Lasa,46.6166,10.7002,57.0,54,14,1.77,IT,1595823257
480,2381334,Atar,20.5169,-13.0499,83.26,53,0,10.94,MR,1595823081
481,1786538,Yining,29.0361,114.5636,85.01,77,100,2.51,CN,1595823032
482,2013216,Vysokogornyy,50.1167,139.15,70.97,77,84,2.37,RU,1595823054
483,153176,Mpanda,-6.3655,31.0409,55.85,79,93,0.96,TZ,1595822946
484,962367,Richards Bay,-28.783,32.0377,63.43,78,91,10.29,ZA,1595822975
485,4047434,Russell County,32.3502,-85.1999,77.0,94,1,0.29,US,1595823313
486,3840300,Presidencia Roque Sáenz Peña,-26.7852,-60.4388,54.34,60,0,6.62,AR,1595823304
487,4255151,Bud,39.447,-86.1758,80.01,89,0,6.51,US,1595823321
488,3201047,Dubrovnik,42.6481,18.0922,75.2,50,1,16.11,HR,1595823268
489,367544,Sawākin,19.1059,37.3321,91.24,52,82,13.62,SD,1595822953
490,5380420,Pacifica,37.6138,-122.4869,62.01,77,20,17.22,US,1595823370
491,1788402,Xiongzhou,25.1167,114.3,96.6,42,100,8.25,CN,1595823037
492,1510377,Belyy Yar,53.6039,91.3903,68.0,64,40,11.18,RU,1595822999
493,2126682,Bilibino,68.0546,166.4372,79.9,32,94,20.83,RU,1595823064
494,3427833,Tandil,-37.3217,-59.1332,48.0,65,86,9.78,AR,1595823273
495,229746,Luwero,0.8492,32.4731,65.03,78,90,1.3,UG,1595822947
496,4005492,Guadalupe,25.6833,-100.25,71.6,100,90,4.7,MX,1595823313
497,3625710,Upata,8.0086,-62.3989,70.86,96,78,3.65,VE,1595823294
498,3393692,Itarema,-2.9248,-39.9167,76.51,83,92,15.5,BR,1595823272
499,1328421,Pathein,16.7833,94.7333,89.37,60,100,4.74,MM,1595822998
500,2164206,Gunnedah,-30.9833,150.25,51.8,93,90,17.22,AU,1595823068
501,5859699,College,64.8569,-147.8028,68.0,49,75,9.17,US,1595823377
502,2189343,Kaeo,-35.1,173.7833,57.99,21,37,4.0,NZ,1595823075
503,1812256,Dongsheng,39.8161,109.9776,82.69,24,0,7.96,CN,1595823043
504,3373652,Oistins,13.0667,-59.5333,82.17,80,53,16.33,BB,1595823272
505,686090,Asău,46.4333,26.4,62.01,84,98,4.07,RO,1595822968
506,3419842,Sisimiut,66.9395,-53.6735,45.25,93,100,10.83,GL,1595823272
507,2169535,Dalby,-27.1833,151.2667,61.0,49,49,5.99,AU,1595823074
508,7341918,Moba,33.2288,105.0179,79.75,39,0,1.32,CN,1595823478
509,2527087,Tiznit,29.5833,-9.5,74.62,49,7,1.7,MA,1595823091
510,1529376,Korla,41.7597,86.1469,90.79,20,0,7.65,CN,1595823003
511,3441483,Nueva Helvecia,-34.3,-57.2333,46.0,84,15,1.99,UY,1595823277
512,1640902,Kawalu,-7.3817,108.2082,75.78,76,97,4.07,ID,1595823011
513,2057087,Kupang,-10.1667,123.5833,87.8,35,20,23.04,ID,1595823058
514,934482,Grand Baie,-20.0182,57.5802,71.01,72,93,10.0,MU,1595822975
515,4036284,Alofi,-19.0595,-169.9187,73.4,88,37,9.17,NU,1595823313
516,4126226,Pine Bluff,34.2284,-92.0032,75.2,88,1,3.36,US,1595823314
517,3455195,Papagaios,-19.4492,-44.7478,61.02,87,0,5.95,BR,1595823277
518,4074277,Madison County,34.7334,-86.5667,77.0,94,1,1.25,US,1595823313
519,3460730,Itapetinga,-15.2489,-40.2478,64.27,97,36,3.62,BR,1595823278
520,581049,Arkhangel’sk,64.5401,40.5433,64.4,88,40,4.47,RU,1595822962
521,3662927,Pauini,-7.7136,-66.9764,73.26,70,79,1.45,BR,1595823295
522,371745,Kutum,14.2,24.6667,76.19,49,81,2.53,SD,1595822953
523,2077895,Alice Springs,-23.7,133.8833,64.4,39,0,10.29,AU,1595823063
524,2192362,Christchurch,-43.5333,172.6333,52.0,76,0,12.75,NZ,1595823075
